% Model:              model.mph
% Version:            COMSOL 5.2.1.152
% Date:               Mar 27 2018, 09:32
% Dimension:          3
% Nodes:              40224
% Expressions:        1
% Description:        Magnetic vector potential, phi component
% Length unit:        m
% rev1x                   rev1y                    rev1z                    comp1.Aphi (Wb/m)
3.788824764208305E-10     3.725855540123136E-9     0.03999999999999965      0
-9.487279560329459E-11    3.7438683990572454E-9    0.03999999999999965      0
-5.671076697996775E-10    3.701883348737427E-9     0.03999999999999965      0
-1.030254277293521E-9     3.6005732267131373E-9    0.03999999999999965      0
-1.4768903945540275E-9    3.441561593125873E-9     0.03999999999999965      0
-1.8998583893204944E-9    3.2273967121092476E-9    0.03999999999999965      0
-2.2923799262823916E-9    2.961510714210331E-9     0.03999999999999965      0
-2.648164594280824E-9     2.6481645942808248E-9    0.03999999999999965      0
1.9694530674127653E-19    -0.0032163609438802684   0.04272504751551964      1.0672039978953902E-8
4.063505224122468E-4      -0.003190588813096051    0.04272504751551964      1.0672039978953902E-8
8.061890152416377E-4      -0.0031136854357853958   0.04272504751551964      1.0672039978953902E-8
0.0011931078083854954     -0.0029868832382414835   0.04272504751551964      1.0672039978953902E-8
0.0015609062782734142     -0.0028122143075813067   0.04272504751551964      1.0672039978953902E-8
0.001903690216864957      -0.002592477826237097    0.04272504751551964      1.0672039978953902E-8
0.0022159662901405554     -0.002331195213249863    0.04272504751551964      1.0672039978953902E-8
0.0024927300723273185     -0.002032553691254775    0.04272504751551964      1.0672039978953902E-8
0.0027295462450543867     -0.0017013391835339208   0.04272504751551964      1.0672039978953902E-8
0.0029226196761945947     -0.0013428596165044853   0.04272504751551964      1.0672039978953902E-8
0.0030688562393080786     -9.628598567695342E-4    0.04272504751551964      1.0672039978953902E-8
0.003165912399016966      -5.674296459201007E-4    0.04272504751551964      1.0672039978953902E-8
0.0032122327676734922     -1.6290600849283378E-4   0.04272504751551964      1.0672039978953902E-8
0.00320707503145168       2.44228302941281E-4      0.04272504751551964      1.0672039978953902E-8
0.003150521846405857      6.474486980740637E-4     0.04272504751551964      1.0672039978953902E-8
0.0030434795138540014     0.0010402933096340578    0.04272504751551964      1.0672039978953902E-8
0.00288766345631374       0.001416466548983263     0.04272504751551964      1.0672039978953902E-8
0.002685570726748516      0.0017699399969913717    0.04272504751551964      1.0672039978953902E-8
0.0024404399916810055     0.00209504901334608      0.04272504751551964      1.0672039978953902E-8
0.002156199629470242      0.002386583516072874     0.04272504751551964      1.0672039978953902E-8
0.001837404775511082      0.0026398714764638525    0.04272504751551964      1.0672039978953902E-8
0.0014891643232473432     0.0028508537913554343    0.04272504751551964      1.0672039978953902E-8
0.0011170590508545407     0.003016149332878318     0.04272504751551964      1.0672039978953902E-8
7.270521856650146E-4      0.003133109133215454     0.04272504751551964      1.0672039978953902E-8
3.2539383959828184E-4     0.0031998588360222795    0.04272504751551964      1.0672039978953902E-8
-8.147915291941373E-5     0.003215328734197781     0.04272504751551964      1.0672039978953902E-8
-4.8704638938431053E-4    0.003179270912631712     0.04272504751551964      1.0672039978953902E-8
-8.848083928767858E-4     0.003092263221204361     0.04272504751551964      1.0672039978953902E-8
-0.0012683907703769832    0.002955700014368991     0.04272504751551964      1.0672039978953902E-8
-0.0016316463665301758    0.0027717698057211112    0.04272504751551964      1.0672039978953902E-8
-0.00196875377578176      0.002543420195654551     0.04272504751551964      1.0672039978953902E-8
-0.0022743106341613023    0.0022743106341613023    0.04272504751551964      1.0672039978953902E-8
3.2416827096175625E-19    -0.005294069623787933    0.04501258647439939      1.0181949590383887E-8
6.688453176892933E-4      -0.0052516491812114804   0.04501258647439939      1.0181949590383887E-8
0.0013269719571564174     -0.005125067668473712    0.04501258647439939      1.0181949590383887E-8
0.001963833013920896      -0.004916353636075061    0.04501258647439939      1.0181949590383887E-8
0.0025692223782004656     -0.0046288518611928      0.04501258647439939      1.0181949590383887E-8
0.0031334382944124576     -0.004267169745466385    0.04501258647439939      1.0181949590383887E-8
0.003647438838073351      -0.0038371034784102746   0.04501258647439939      1.0181949590383887E-8
0.004102986818478795      -0.0033455451497332043   0.04501258647439939      1.0181949590383887E-8
0.004492781785005027      -0.0028003722991490182   0.04501258647439939      1.0181949590383887E-8
0.004810577021545473      -0.0022103216737146634   0.04501258647439939      1.0181949590383887E-8
0.005051279654171105      -0.0015848492158155455   0.04501258647439939      1.0181949590383887E-8
0.005211032267724622      -9.339785255812303E-4    0.04501258647439939      1.0181949590383887E-8
0.005287274723389854      -2.6814022621913646E-4   0.04501258647439939      1.0181949590383887E-8
0.005278785186569877      4.019951934594951E-4     0.04501258647439939      1.0181949590383887E-8
0.005185699707575609      0.00106568838051484      0.04501258647439939      1.0181949590383887E-8
0.005009510041331708      0.0017123032229458936    0.04501258647439939      1.0181949590383887E-8
0.004753039741040375      0.0023314773002551317    0.04501258647439939      1.0181949590383887E-8
0.0044203989089175635     0.0029132879479300566    0.04501258647439939      1.0181949590383887E-8
0.004016918329150262      0.0034484112745510466    0.04501258647439939      1.0181949590383887E-8
0.003549064038636747      0.003928271583173639     0.04501258647439939      1.0181949590383887E-8
0.0030243337045688904     0.004345178802411095     0.04501258647439939      1.0181949590383887E-8
0.0024511364694726726     0.004692451724795381     0.04501258647439939      1.0181949590383887E-8
0.0018386581892677494     0.004964525077442226     0.04501258647439939      1.0181949590383887E-8
0.0011967142239932207     0.005157038709143689     0.04501258647439939      1.0181949590383887E-8
5.355921403232642E-4      0.005266907464607485     0.04501258647439939      1.0181949590383887E-8
-1.3411315333354505E-4    0.005292370626063242     0.04501258647439939      1.0181949590383887E-8
-8.016691970846954E-4     0.005233020129902013     0.04501258647439939      1.0181949590383887E-8
-0.0014563779741556227    0.005089807106159179     0.04501258647439939      1.0181949590383887E-8
-0.0020877473535183344    0.004865026636041297     0.04501258647439939      1.0181949590383887E-8
-0.0026856592330680015    0.0045622809717673785    0.04501258647439939      1.0181949590383887E-8
-0.0032405316887444487    0.004186421808150387     0.04501258647439939      1.0181949590383887E-8
-0.0037434725310541614    0.0037434725310541623    0.04501258647439939      1.0181949590383887E-8
0                         0                        0.05                     0
4.500569419881036E-19     -0.007349987642174882    0.03931892269200514      3.968978142385534E-8
9.28587111407389E-4       -0.007291093492518909    0.03931892269200514      3.968978142385534E-8
0.001842293014581437      -0.007115354860338866    0.03931892269200514      3.968978142385534E-8
0.0027264749822624988     -0.0068255880707247625   0.03931892269200514      3.968978142385534E-8
0.003566963427326663      -0.006426436823640104    0.03931892269200514      3.968978142385534E-8
0.004350288979571542      -0.005924297775630617    0.03931892269200514      3.968978142385534E-8
0.005063898341073598      -0.005327218029271521    0.03931892269200514      3.968978142385534E-8
0.005696355460895537      -0.004644766173151139    0.03931892269200514      3.968978142385534E-8
0.006237524805189099      -0.0038878789390584404   0.03931892269200514      3.968978142385534E-8
0.006678733785671501      -0.0030686859337921025   0.03931892269200514      3.968978142385534E-8
0.0070129117434542905     -0.00220031525437706     0.03931892269200514      3.968978142385534E-8
0.007234703260918952      -0.0012966831018302724   0.03931892269200514      3.968978142385534E-8
0.0073405539857433        -3.7227076505096915E-4   0.03931892269200514      3.968978142385534E-8
0.007328767591693202      5.581074511874131E-4     0.03931892269200514      3.968978142385534E-8
0.007199532963346123      0.0014795416350397435    0.03931892269200514      3.968978142385534E-8
0.00695492116909378       0.002377265208556819     0.03931892269200514      3.968978142385534E-8
0.006598852270933461      0.0032368915716347053    0.03931892269200514      3.968978142385534E-8
0.006137032502942558      0.004044644656573688     0.03931892269200514      3.968978142385534E-8
0.0055768628251918265     0.004787579698461105     0.03931892269200514      3.968978142385534E-8
0.004927320318579983      0.005453790683390071     0.03931892269200514      3.968978142385534E-8
0.004198814321314025      0.006032601150022412     0.03931892269200514      3.968978142385534E-8
0.0034030196125410805     0.006514735286777525     0.03931892269200514      3.968978142385534E-8
0.0025526893164718504     0.0068924665827041895    0.03931892269200514      3.968978142385534E-8
0.001661450525327926      0.0071597416498090935    0.03931892269200514      3.968978142385534E-8
7.435859163871996E-4      0.0073122772325093155    0.03931892269200514      3.968978142385534E-8
-1.8619513714467672E-4    0.007347628849569578     0.03931892269200514      3.968978142385534E-8
-0.001112992293340644     0.007265229968492933     0.03931892269200514      3.968978142385534E-8
-0.002021953029155762     0.007066401084569947     0.03931892269200514      3.968978142385534E-8
-0.002898510661702199     0.00675432855908877      0.03931892269200514      3.968978142385534E-8
-0.003728617788751129     0.006334013555837415     0.03931892269200514      3.968978142385534E-8
-0.004498971407426637     0.0058121918942238195    0.03931892269200514      3.968978142385534E-8
-0.005197226103419182     0.005197226103419183     0.03931892269200514      3.968978142385534E-8
5.9729240828695585E-19    -0.00975452528358077     0.04903926219359325      0
0.0012323730184599798     -0.009676363999529387    0.04903926219359325      0
0.002444996463311234      -0.009443132732436417    0.04903926219359325      0
0.003618437260618346      -0.009058569164000753    0.04903926219359325      0
0.004733890263680797      -0.008528836173795616    0.04903926219359325      0
0.005773479617655079      -0.007862423075142793    0.04903926219359325      0
0.006720545231674531      -0.007070009568383428    0.04903926219359325      0
0.007559909767566221      -0.006164294591782043    0.04903926219359325      0
0.008278121866498178      -0.005159792812838634    0.04903926219359325      0
0.008863671715692889      -0.0040726020213669775   0.04903926219359325      0
0.00930717550061123       -0.0029201451520153186   0.04903926219359325      0
0.009601525786641455      -0.0017208910704852008   0.04903926219359325      0
0.009742005420329509      -4.940585980295765E-4    0.04903926219359325      0
0.009726363124809961      7.406914825711904E-4     0.04903926219359325      0
0.009554849577971843      0.001963571503752226     0.04903926219359325      0
0.009230213395183583      0.003154984023317716     0.04903926219359325      0
0.008757657080956391      0.004295835886110047     0.04903926219359325      0
0.008144753655449179      0.005367844204153447     0.04903926219359325      0
0.00740132529192911       0.006353829351742694     0.04903926219359325      0
0.006539285910100867      0.00723799028004133      0.04903926219359325      0
0.005572450247848209      0.008006157739095136     0.04903926219359325      0
0.004516312471136449      0.008646021349214555     0.04903926219359325      0
0.0033877978699952092     0.009147326882760473     0.04903926219359325      0
0.002204991619813691      0.00950204059476531      0.04903926219359325      0
9.868489547238523E-4      0.009704477968885133     0.04903926219359325      0
-2.4710860226971837E-4    0.009751394815445676     0.04903926219359325      0
-0.0014771060843048335    0.00964203926167728      0.04903926219359325      0
-0.002683431987278343     0.009378163800961674     0.04903926219359325      0
-0.0038467541594309797    0.008963997207993594     0.04903926219359325      0
-0.004948429611565939     0.008406176769934942     0.04903926219359325      0
-0.005970803282992227     0.007713641919600996     0.04903926219359325      0
-0.006897490975275592     0.006897490975275594     0.04903926219359325      0
8.84787277783591E-19      -0.014449672810145982    0.0372988867887465       8.252764515140133E-8
0.0018255513599183396     -0.01433389014024359     0.0372988867887465       8.252764515140133E-8
0.0036218470801730727     -0.013988397622605451    0.0372988867887465       8.252764515140133E-8
0.005360100361622389      -0.013418731997979823    0.0372988867887465       8.252764515140133E-8
0.007012454572695845      -0.012634022525947513    0.0372988867887465       8.252764515140133E-8
0.008552429669907866      -0.011646844682640519    0.0372988867887465       8.252764515140133E-8
0.009955346557657995      -0.010473018630614537    0.0372988867887465       8.252764515140133E-8
0.011198722586678108      -0.009131355690525787    0.0372988867887465       8.252764515140133E-8
0.012262631853008429      -0.007643356877567287    0.0372988867887465       8.252764515140133E-8
0.013130024523478596      -0.0060328683338129255   0.0372988867887465       8.252764515140133E-8
0.013787000070296691      -0.004325699178388517    0.0372988867887465       8.252764515140133E-8
0.014223030035985426      -0.002549207899667762    0.0372988867887465       8.252764515140133E-8
0.014431126758713525      -7.318639178252433E-4    0.0372988867887465       8.252764515140133E-8
0.014407955354089915      0.0010972086560102486    0.0372988867887465       8.252764515140133E-8
0.01415388715884006       0.0029086977524477356    0.0372988867887465       8.252764515140133E-8
0.01367299377989511       0.004673573088678692     0.0372988867887465       8.252764515140133E-8
0.012972981844260977      0.006363551397509659     0.0372988867887465       8.252764515140133E-8
0.012065069495342867      0.007951549684987139     0.0372988867887465       8.252764515140133E-8
0.010963806614951431      0.009412119252868577     0.0372988867887465       8.252764515140133E-8
0.009686841652048993      0.010721853530448959     0.0372988867887465       8.252764515140133E-8
0.008254638794955846      0.011859763179974631     0.0372988867887465       8.252764515140133E-8
0.006690150019514601      0.012807612464337797     0.0372988867887465       8.252764515140133E-8
0.0050184472688526716     0.01355021148654209      0.0372988867887465       8.252764515140133E-8
0.0032663206592997516     0.014075659617613083     0.0372988867887465       8.252764515140133E-8
0.0014618491514698996     0.014375536211864196     0.0372988867887465       8.252764515140133E-8
-3.6604943321846497E-4    0.01444503555318271      0.0372988867887465       8.252764515140133E-8
-0.0021880818393087125    0.014283043869734472     0.0372988867887465       8.252764515140133E-8
-0.003975048820645235     0.013892157182876928     0.0372988867887465       8.252764515140133E-8
-0.005698313077152786     0.0132786397042401       0.0372988867887465       8.252764515140133E-8
-0.007330258186067014     0.012452323447689173     0.0372988867887465       8.252764515140133E-8
-0.008844731172946655     0.011426450664951814     0.0372988867887465       8.252764515140133E-8
-0.0102174616299811       0.010217461629981101     0.0372988867887465       8.252764515140133E-8
8.1362783328448145E-19    -0.013287550889790604    0.04227917594912798      3.424386244201682E-8
0.0016787305093724344     -0.01318108009708147     0.04227917594912798      3.424386244201682E-8
0.00333055827804263       -0.012863373982176558    0.04227917594912798      3.424386244201682E-8
0.004929011699104553      -0.012339523990773125    0.04227917594912798      3.424386244201682E-8
0.006448474524046992      -0.011617925157337346    0.04227917594912798      3.424386244201682E-8
0.007864596379681468      -0.01071014156925464     0.04227917594912798      3.424386244201682E-8
0.00915468299860043       -0.009630721044860105    0.04227917594912798      3.424386244201682E-8
0.010298059909470678      -0.008396961995253275    0.04227917594912798      3.424386244201682E-8
0.011276403758790066      -0.007028636206087235    0.04227917594912798      3.424386244201682E-8
0.01207403595446241       -0.0055476719819329695   0.04227917594912798      3.424386244201682E-8
0.012678173925362614      -0.003977802731035136    0.04227917594912798      3.424386244201682E-8
0.013079135970295187      -0.002344186622115591    0.04227917594912798      3.424386244201682E-8
0.013270496413509287      -6.730034084699945E-4    0.04227917594912798      3.424386244201682E-8
0.01324918858030299       0.0010089651194882413    0.04227917594912798      3.424386244201682E-8
0.013015553942466122      0.0026747643297176066    0.04227917594912798      3.424386244201682E-8
0.012573336645974282      0.004297698713936942     0.04227917594912798      3.424386244201682E-8
0.011929623508631252      0.005851759700388224     0.04227917594912798      3.424386244201682E-8
0.011094730449236308      0.0073120424579978865    0.04227917594912798      3.424386244201682E-8
0.010082037168322443      0.008655145012380778     0.04227917594912798      3.424386244201682E-8
0.008907772729813383      0.009859543277594968     0.04227917594912798      3.424386244201682E-8
0.0075907554797918966     0.010905935993521344     0.04227917594912798      3.424386244201682E-8
0.006152091470349063      0.011777554041023689     0.04227917594912798      3.424386244201682E-8
0.0046148362214671395     0.012460429177913977     0.04227917594912798      3.424386244201682E-8
0.003003625241420354      0.0129436178890555       0.04227917594912798      3.424386244201682E-8
0.0013442792268427333     0.013219376763261351     0.04227917594912798      3.424386244201682E-8
-3.3660973061300903E-4    0.013283286586460134     0.04227917594912798      3.424386244201682E-8
-0.0020121042997199474    0.013134323162455826     0.04227917594912798      3.424386244201682E-8
-0.003655353597808702     0.012774873726333348     0.04227917594912798      3.424386244201682E-8
-0.005240023493505109     0.012210698687474424     0.04227917594912798      3.424386244201682E-8
-0.0067407186281947095    0.011450839315276583     0.04227917594912798      3.424386244201682E-8
-0.008133389393047351     0.010507472846971337     0.04227917594912798      3.424386244201682E-8
-0.009395717339532279     0.00939571733953228      0.04227917594912798      3.424386244201682E-8
1.1716306309903417E-18    -0.01913418026823859     0.04619397304262265      0
0.0024173854500759958     -0.01898086146947003     0.04619397304262265      0
0.0047960307369288475     -0.018523362105942992    0.04619397304262265      0
0.007097816533473293      -0.017769013900456158    0.04619397304262265      0
0.009285855235599674      -0.016729905770234844    0.04619397304262265      0
0.011325082109855477      -0.01542269009422424     0.04619397304262265      0
0.013182817228447136      -0.013868315847961079    0.04619397304262265      0
0.014829289186190874      -0.012091692882709745    0.04619397304262265      0
0.016238112206510055      -0.010121292729006519    0.04619397304262265      0
0.017386708990547367      -0.007988692321993033    0.04619397304262265      0
0.018256672532961656      -0.005728067960635107    0.04619397304262265      0
0.01883406110607758       -0.00337564761045742     0.04619397304262265      0
0.019109621685076524      -9.691303269963858E-4    0.04619397304262265      0
0.019078938233695872      0.0014529178959146122    0.04619397304262265      0
0.018742502474062388      0.0038516821711060685    0.04619397304262265      0
0.018105706006527555      0.00618872075170976      0.04619397304262265      0
0.017178753905789518      0.008426581084981765     0.04619397304262265      0
0.015976501177979583      0.010529400013650731     0.04619397304262265      0
0.014518214699594157      0.012463478506177126     0.04619397304262265      0
0.01282726445335443       0.01419782170549979      0.04619397304262265      0
0.010930749009138652      0.015704635641639875     0.04619397304262265      0
0.00885906125189689       0.016959772648021853     0.04619397304262265      0
0.006645401316038971      0.017943118343427336     0.04619397304262265      0
0.004325244531836702      0.01863891397794592      0.04619397304262265      0
0.0019357729103427427     0.019036008977121075     0.04619397304262265      0
-4.847207223523224E-4     0.019128039637107963     0.04619397304262265      0
-0.002897446392391289     0.018913531107137817     0.04619397304262265      0
-0.005263738612535873     0.018395921024954145     0.04619397304262265      0
-0.007545676021573615     0.017583504426447537     0.04619397304262265      0
-0.00970668909862471      0.016489300812347722     0.04619397304262265      0
-0.011712146213334287     0.015130845502315143     0.04619397304262265      0
-0.01352990862011734      0.013529908620117341     0.04619397304262265      0
1.2893872476011247E-18    -0.02105729175953175     0.03400868218196579      1.3307122868747004E-7
0.002660348653764574      -0.020888563408871772    0.03400868218196579      1.3307122868747004E-7
0.005278063502037322      -0.02038508233769256     0.03400868218196579      1.3307122868747004E-7
0.007811193973596554      -0.019554917155357437    0.03400868218196579      1.3307122868747004E-7
0.010219145016490317      -0.018411371795115778    0.03400868218196579      1.3307122868747004E-7
0.012463327659964248      -0.016972772309979706    0.03400868218196579      1.3307122868747004E-7
0.014507777427642431      -0.015262173185887797    0.03400868218196579      1.3307122868747004E-7
0.016319730691490765      -0.013306987878677054    0.03400868218196579      1.3307122868747004E-7
0.01787014973011816       -0.011138549495746813    0.03400868218196579      1.3307122868747004E-7
0.019134188077017254      -0.008791608662774664    0.03400868218196579      1.3307122868747004E-7
0.0200915887012385        -0.006303776622494578    0.03400868218196579      1.3307122868747004E-7
0.020727008639395115      -0.003714922490239064    0.03400868218196579      1.3307122868747004E-7
0.02103026487656134       -0.0010665343256145618   0.03400868218196579      1.3307122868747004E-7
0.020996497535663843      0.001598945740450859     0.03400868218196579      1.3307122868747004E-7
0.02062624776015077       0.004238801668268877     0.03400868218196579      1.3307122868747004E-7
0.019925449041818505      0.006810728061517188     0.03400868218196579      1.3307122868747004E-7
0.01890533213277317       0.009273508138540552     0.03400868218196579      1.3307122868747004E-7
0.01758224506537422       0.011587674257898672     0.03400868218196579      1.3307122868747004E-7
0.01597739116445669       0.013716140412812385     0.03400868218196579      1.3307122868747004E-7
0.014116489250355519      0.015624796558376073     0.03400868218196579      1.3307122868747004E-7
0.012029361478197978      0.017283055247058903     0.03400868218196579      1.3307122868747004E-7
0.009749455418605616      0.01866434181230791      0.03400868218196579      1.3307122868747004E-7
0.00731330803877132       0.019746520244744048     0.03400868218196579      1.3307122868747004E-7
0.004759960173960929      0.020512247936010072     0.03400868218196579      1.3307122868747004E-7
0.0021303308729116207     0.020949253605271077     0.03400868218196579      1.3307122868747004E-7
-5.334383563536603E-4     0.021050533954415845     0.03400868218196579      1.3307122868747004E-7
-0.0031886588914113233    0.020814465900432497     0.03400868218196579      1.3307122868747004E-7
-0.005792779108184088     0.020244832586362123     0.03400868218196579      1.3307122868747004E-7
-0.008304066298200777     0.019350762753988015     0.03400868218196579      1.3307122868747004E-7
-0.010682275462204715     0.01814658444985234      0.03400868218196579      1.3307122868747004E-7
-0.012889294262260986     0.016651595409055846     0.03400868218196579      1.3307122868747004E-7
-0.014889753796588506     0.014889753796588507     0.03400868218196579      1.3307122868747004E-7
1.2480408095048918E-18    -0.020382053182580094    0.03944082826552919      5.592501211643356E-8
0.0025750399607152837     -0.02021873539908574     0.03944082826552919      5.592501211643356E-8
0.0051088132428456145     -0.019731399321569885    0.03944082826552919      5.592501211643356E-8
0.007560714492984468      -0.018927854825444377    0.03944082826552919      5.592501211643356E-8
0.009891450409918985      -0.017820979230267816    0.03944082826552919      5.592501211643356E-8
0.012063669445161435      -0.01642851093238221     0.03944082826552919      5.592501211643356E-8
0.014042560385638999      -0.014772765135654382    0.03944082826552919      5.592501211643356E-8
0.015796410225867814      -0.012880276235920644    0.03944082826552919      5.592501211643356E-8
0.017297112389349212      -0.010781372590154993    0.03944082826552919      5.592501211643356E-8
0.018520617154612094      -0.00850969048495958     0.03944082826552919      5.592501211643356E-8
0.01944731706753322       -0.006101635093346245    0.03944082826552919      5.592501211643356E-8
0.02006236116345393       -0.003595797058324998    0.03944082826552919      5.592501211643356E-8
0.02035589296348103       -0.0010323340529241254   0.03944082826552919      5.592501211643356E-8
0.020323208430927334      0.0015476727724578964    0.03944082826552919      5.592501211643356E-8
0.0199648313565379        0.004102877142021736     0.03944082826552919      5.592501211643356E-8
0.019286504964405038      0.006592330255342429     0.03944082826552919      5.592501211643356E-8
0.018299099873092688      0.008976137018344944     0.03944082826552919      5.592501211643356E-8
0.01701843988695262       0.011216095387954914     0.03944082826552919      5.592501211643356E-8
0.015465048409439098      0.013276308584513565     0.03944082826552919      5.592501211643356E-8
0.013663819542312524      0.015123760360857405     0.03944082826552919      5.592501211643356E-8
0.011643619141579659      0.01672884410900416      0.03944082826552919      5.592501211643356E-8
0.009436822223506681      0.018065837325168567     0.03944082826552919      5.592501211643356E-8
0.007078794134072549      0.01911331382949967      0.03944082826552919      5.592501211643356E-8
0.0046073237964573        0.01985448713445204      0.03944082826552919      5.592501211643356E-8
0.00206201811914024       0.02027747945909108      0.03944082826552919      5.592501211643356E-8
-5.163327303905007E-4     0.020375512078204337     0.03944082826552919      5.592501211643356E-8
-0.003086409014418181     0.020147013955751397     0.03944082826552919      5.592501211643356E-8
-0.005607023600482822     0.01959564692173116      0.03944082826552919      5.592501211643356E-8
-0.008037782011781507     0.01873024698899096      0.03944082826552919      5.592501211643356E-8
-0.010339729774749935     0.017564682750413483     0.03944082826552919      5.592501211643356E-8
-0.012475976689661909     0.01611763312575814      0.03944082826552919      5.592501211643356E-8
-0.014412288019907236     0.014412288019907238     0.03944082826552919      5.592501211643356E-8
1.7009437456027995E-18    -0.02777851943575997     0.04157347541350261      0
0.003509499114530976      -0.027555935077728733    0.04157347541350261      0
0.0069627562389713215     -0.026891749061739374    0.04157347541350261      0
0.01030443069744825       -0.02579660539769488     0.04157347541350261      0
0.013480969998382091      -0.024288054470163238    0.04157347541350261      0
0.016441468047753375      -0.022390271782128938    0.04157347541350261      0
0.019138480952139627      -0.020133670526942753    0.04157347541350261      0
0.021528787337751435      -0.017554414197254432    0.04157347541350261      0
0.02357408100086403       -0.014693837041685063    0.04157347541350261      0
0.02524158478947389       -0.011597781656795187    0.04157347541350261      0
0.026504575878330324      -0.008315864329865225    0.04157347541350261      0
0.027342814019470342      -0.004900679905844759    0.04157347541350261      0
0.027742865905265403      -0.0014069589209912753   0.04157347541350261      0
0.027698320445852728      0.0021093094893237826    0.04157347541350261      0
0.027209891510991242      0.005591774852672562     0.04157347541350261      0
0.02628540648983763       0.008984628412288196     0.04157347541350261      0
0.024939680851979378      0.01223349749843877      0.04157347541350261      0
0.023194280719965356      0.015286316885579002     0.04157347541350261      0
0.02107717725826244       0.018094163171218473     0.04157347541350261      0
0.018622298417278395      0.02061203880504607      0.04157347541350261      0
0.015868985216042592      0.022799593203737565     0.04157347541350261      0
